【整租】斜土路 东安花苑 1室1厅,东安花苑,https://legoclick.58.com/cpaclick?target=pZwY0Znlszq1pa3draOWUvYf0A-80A7Guvq8uL-ds1nYPH0knH91rHEOrHTzXaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYrjELnjcvPjD3nHTQn9DKn1EdP1TQrjnOPjbOnjcKPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH0KnE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHN3PjEvrHDOrjEKnTDQnHczrjCznjTkg1nknjTKnEDvrjmLm1EdnaYLPjn1sHw6uyNVmynLraYvrHDYryFWmy7bPhnKnWEOnHDvnHnLn19OnjmYTHcYrHDQPWD1P1nLnWm3nTDKPjc3n9DzTHD8nTDKsEDKTy6YIZK1rBtf0v98PH98mvqVsL6dpZRGsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1nknjTKTHD3na3QP1n8nHmzsWDQTHTKnTDQsWTKnikYnW9zTgVqTHDknjTvTHDknjT3PHDKuARbnWmLnj0VPAmQPiYYmhnYsH6bnWTVnH-hnhw6uAuBnH9kTEDkTEDKnTDKP16WujE3Phm1rjmkP10Yn9&tid=ded26707-4f15-4bc4-8d20-19f2dadfb180
【整租】漕河泾 华悦家园 1室0厅,华悦家园,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3PjDLnj91nWmzrj93XaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYPjmLPjTOnHcvnH0QrTDKn19YnH0krjnzPWc3rj9KPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9Kn97AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHmznjn3n1bdnHcKnTDQnHczrjCznjTkg1nknjTKnEDLn1nYn1u-nadbmvcvsHE3uWnVmWELuiY1uHR6m1wWnANvPW0KnHD1P1bkrjn1PHnYnH0YPjDzrTDQnHnLrHT3n1ndnW91njcLrHm3TEDYnW9zTHcKni3kTEDVTEDKpZwY0Znlszq1pa3draOWUvYfXZRCIybf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HcknjKxn1TknTDKnH9ksWDLnz3QPWc8nHDKnTDkTHD8nTDQsjEzrjcKXLYKnHTknjmKnHTknj9dnEDzm1b1rAPBPadBmycQsHEvuWNVmW7huad6mhwWPHFhuHbOrHmKTHTKTEDkTEDQujFbP1TQuWIBrjcdnWPb&tid=2c938cb4-bab1-46f5-b1fd-abdc52fe9996
【整租】万体馆 华苑大厦 1室0厅,华苑大厦,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3PjcznW9OrjnknjcvXaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYPjmLPjTOnHcvnH0QrTDKn19YnWczrjb3n1TknWmKPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9Knk7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHmznjn3n1bdnHcKnTDQnHczrjCznjTkg1nknjTKnE7bPjmOnWcQPiYznHNLsHEkrHTVryNOPzdhn1nOuH9kmWEYmymKnHD1rjTLrjbYPjcvrjbzPWbLP9DQnHn3nj03rHEYnH9OnWnQnHTdTEDYnW9zTHcKni3kTEDVTEDKpZwY0Znlszq1pa3draOWUvYfXZRCIybf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HcknjKxn1TknTDKnH9ksWDLnz3QPWc8nHDKnTDkTHD8nTDQsjEzrjcKXLYKnHTknjmKnHTknj9dnEDduHuWryE1mBYYPvu-sHEkuAEVmhnLuaYYP1DkmyEknWK-P1NKTHTKTEDkTEDzuhNkP1F-uj0Lm1NduyEv&tid=5e6c9d3b-47fe-40dd-bc7d-4710ad020e75
【合租】长桥 舒乐公寓 4室主卧,舒乐公寓,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3PjcQnjbYPWD1rHDvXaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTD1nW0On10znEDKn19YnWDkrHEvnHnOnHmKPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9KPT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDQnj03PH0LnWDQPWbzn1Tzn1nvTHTKnHDznW9lnWTkn7t1njTkTHDKnj01m1-6P1TVPARhriYYrywWsyDOPAnVPynLmWDYmWnQnjTvTHDQn19kn1bLP1bzn19QnjTOrHcKnHD1rjT1rH0LrHDLrHn3nj01P9DKPjc3n9DzTHD8nTDKsEDKTy6YIZK1rBtf0v98PH98mvqVsL6dpZRGsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1nknjTKTHD3na3QP1n8nHmzsWDQTHTKnTDQsWTKnikYnW9zTgVqTHDknjTvTHDknjT3PHDKmvRWP1KBrHmVPjmdnaYYP1KhsycduHNVPAPbm1DOuAn3nHR-TEDkTEDKnTDKPW0vPAFBnWRbm1DQmhNLPT&tid=cec70b96-4650-470f-b5e5-4cdc19dc815e
【整租】蚂蚁公舍 田林 田林路店,田林,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1nLP1czPjNdPHcYnWEzXaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYP1cvnWDQrH0Yrj9LrEDKn10LnWcYPHNdnWEzPjcKPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9KPE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjb1PWTdnHDkPWnkPHmKnTDQnHczrjCznjTkg1nknjTKnEDYPymvPhN3nBd6ujEQsHEkujEVrHR6nBdbnvR6njI-rjm1uHnKnHDQPHDYPW0Ln1N3rHbzrHb3PTDQnHDdnHEvP101PH9QPHEdPj0zTEDYnW9zTHcKni3kTEDVTEDKpZwY0Znlszq1pa3draOWUvYfXZRCIybf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HcknjKxn1TknTDKnH9ksWDLnz3QPWc8nHDKnTDkTHD8nTDQsjEzrjcKXLYKnHTknjmKnHTknj9dnE76nj-WuWRhuidBP17BsHEQryDVrym3uaYvnh7hnj0zP176rHnKTHTKTEDkTE7-rjn1PvcYrj9dPh7bmWc3&tid=a09cf5fe-b71b-419a-9f8d-62af07271a93
【合租】徐家汇 嘉汇广场 3室主卧,嘉汇广场,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3nj0LrH0dn1EzP1n3XaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYPjmLPjTOnHcvnH0QrTDKn19kP10OP1N1PjcLn19KPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9KP97AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHmznjn3n1bdnHcKnTDQnHczrjCznjTkg1nknjTKnEDYnHuBrHFWPidWnWDvsHEQuWcVrjnOPadBuhmknWELPHEvnj0KnHDzPW0OPWEYPWb1nHDkn10YPTDQnHcvP1bvPjEvrjnkPjEYPHEYTEDYnW9zTHcKni3kTEDVTEDKpZwY0Znlszq1pa3draOWUvYfXZRCIybf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HcknjKxn1TknTDKnH9ksWDLnz3QPWc8nHDKnTDkTHD8nTDQsjEzrjcKXLYKnHTknjmKnHTknj9dnEDQny7bPy7bPBYLn1RhsHwBPyDVrHwbrad-nAcOrjn3Pj9LPAmKTHTKTEDkTEDYmhnOnhDdrj7WPW9zP1cO&tid=11ad5ad6-735f-4b5a-94d8-e0b98384874f
【整租】美通精品公寓 华东理工 华东理工大学店,华东理工,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3nj9LnHn1PjTYnHb3XaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYPH0OrHnYPHmzPW9OPTDKn19krj0Qn1nYnjEQrH9KPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9KPk7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbOP1n3rjD3nWNzrHmKnTDQnHczrjCznjTkg1nknjTKnE76uHwWPAmQmzdbuWu6sHwBuWnVmhmdPaY1PvNYPhnOP1wbPHcKnHDzP1TOPWN1rjn3njmYrjEYrTDQnHcLnjbvPHn3n1cQrHc3nHbzTEDYnW9zTHcKni3kTEDVTEDKpZwY0Znlszq1pa3draOWUvYfXZRCIybf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HcknjKxn1TknTDKnH9ksWDLnz3QPWc8nHDKnTDkTHD8nTDQsjEzrjcKXLYKnHTknjmKnHTknj9dnEDzPH91nj6hradBmH9LsHwBrjnVrj7buaYYryDdnHwBnhNdn1TKTHTKTEDkTEDQuyEkuADkPjTYryEzPyNY&tid=258308f8-ba87-4b83-81dd-49a514b2e530
【合租】上海南站 楼园 4室次卧,楼园,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3PjEQrj9vPWN3njNOXaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDdrHDkrj9knW0LPjNYnEDKn19YPjD3rjmvPH9kPHbKPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9KrT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDQnjNdnjc1rjcQn1czPj01Pj0zTHTKnHDznW9lnWTkn7t1njTkTHDKn1-hPWw6uAcVP1bkPaYYPvcdsycYPWEVmWN1nvnLmvELmHPhTHDQn19LnWDkrHcOnHNOPWNOPHcKnHD1rj0znHTOnW9YPjmvPW93nTDKPjc3n9DzTHD8nTDKsEDKTy6YIZK1rBtf0v98PH98mvqVsL6dpZRGsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1nknjTKTHD3na3QP1n8nHmzsWDQTHTKnTDQsWTKnikYnW9zTgVqTHDknjTvTHDknjT3PHDKm1NLuhNznyDVPWw-raYYuAcLsH-6rjnVP1bdnHcYPjN1PAcLTEDkTEDKnTDKrA7WnhuhuHEQmyNzmWu-u9&tid=c57fe21a-64e8-4db7-9a83-7951244534b7
【整租】徐家汇 嘉汇广场 1室1厅,嘉汇广场,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3Pjn1n1nYPjmvrHmOXaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYPjmLPjTOnHcvnH0QrTDKn19Yn1n1n1EYPWmOPWbKPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9KrE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHmznjn3n1bdnHcKnTDQnHczrjCznjTkg1nknjTKnE76njPWm10duBYOujNksHEYmW0VrHIbuiYLryubuAP-mWn3nyNKnHD1rjEYnj9dPj9QPjn1rHTLn9DQnHn3PjEkrjNYP1E1njndrHTYTEDYnW9zTHcKni3kTEDVTEDKpZwY0Znlszq1pa3draOWUvYfXZRCIybf0A-80A7Guvq8uL-dsLK8s1Df5vdGUMKzpyP-5HcknjKxn1TknTDKnH9ksWDLnz3QPWc8nHDKnTDkTHD8nTDQsjEzrjcKXLYKnHTknjmKnHTknj9dnE76rjIbPHEYPaY3mH0QsHEkPjEVrjF-naYzPhE1njmdPj91uHnKTHTKTEDkTED1nHbYrj0vrAw6njmYPW0d&tid=a87d5444-8a71-4044-82e0-26d3065483e3
【整租】龙华 周家湾小区 1室1厅,周家湾小区,https://legoclick.58.com/cpaclick?target=szq1pa3draOWUvYf0A-80A7Guvq8uL-ds1n3PHTLnWEOP1EznWckXaO1pZwVUT7bsHP6rjcdmhcvsHw-nvEVPjE3mzYOmyRWsHwWPywbuAcdmH9dnTDYrjELnjcvPjD3nHTQn9DKn19dnj0zPjbLPjcznWTKPWTknjTkTHmknjTknTDLnjD1PTDQPjTQTHDdPWDkrjn1PHEYrH9KnHTKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHDdrjEYPWbQrH9YTHTKnHDznW9lnWTkn7t1njTkTHDKrjbOmHP6uyDVnAcQniYYnHnLsH6hryDVnWTvrjR6PW9dPWEvTHDQPjT3PWcOnHTYnHbOP1mQrHnKnHDYnj9vnWbQnjnOPj9kPWcLn9DKPjc3n9DzTHD8nTDKsEDKTy6YIZK1rBtf0v98PH98mvqVsL6dpZRGsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1nknjTKTHD3na3QP1n8nHmzsWDQTHTKnTDQsWTKnikYnW9zTgVqTHDknjTvTHDknjT3PHDKnycvn1TdmhEVPAEQnzYYPAFBsH9Yn1TVuHu-ujE1PHDLPyEkTEDkTEDKnTDKnHuBnHFhnv7WmWmknWm1Pk&tid=1b6305bd-4d13-44bb-8430-e6ed435175d0
